seed,test_start,test_end,predicted_regime,realized_dominant_regime,forecast_correct,forecast_brier,vol_bucket,bucket,n_available_regime,n_hist_regime,prefer_stress,ranking,method,n_synth_series,n_train,n_draw,n_features,used_synth_fill,sharpe,calmar,max_drawdown,VaR_5%,CVaR_5%,ann_mu,ann_sd,n_obs,status,max_weight_used,hhi
42,2020-08-05,2020-10-27,0,2,0,1.9714955281920798,low,calm,1939,504,True,stress,mixed,1,252,1,20,False,1.0993898432201625,2.442269408080352,-0.07994851597224051,-0.021298150003615558,-0.02612226630636047,0.19525581478042642,0.17760380085785885,60,ok,0.63926427939478,0.538788987858943
42,2020-08-05,2020-10-27,0,2,0,1.9714955281920798,low,calm,1939,504,True,stress,regime,5,504,5,60,False,1.1258945359397194,2.6427563789046062,-0.08771280028590511,-0.021923570328322366,-0.031225353986405163,0.23180356246716152,0.20588390392505854,60,ok,0.9999999980524459,0.9999999961048918
42,2020-08-05,2020-10-27,0,2,0,1.9714955281920798,low,calm,1939,504,True,stress,mixed,5,252,5,60,False,1.0526269947279567,2.3092379858071883,-0.07562323346678357,-0.020850118450676806,-0.024063779550171124,0.17463204333106205,0.16590116366547714,60,ok,0.9999999981936363,0.9999999963872725
42,2020-08-05,2020-10-27,0,2,0,1.9714955281920798,low,calm,1939,504,True,stress,regime,20,504,20,210,False,1.125788035464482,2.63541990548025,-0.08739664416444815,-0.0219106812907547,-0.031019164259478097,0.230326855703161,0.20459167129816924,60,ok,0.9741705845831812,0.949675486566532
42,2020-08-05,2020-10-27,0,2,0,1.9714955281920798,low,calm,1939,504,True,stress,mixed,20,252,20,210,False,1.1258945360030284,2.6427563796672207,-0.08771280031920059,-0.021923570333666594,-0.0312253540056253,0.2318035626220444,0.20588390405104598,60,ok,0.9999999999766161,0.9999999999532323
42,2020-10-28,2021-01-19,0,2,0,1.969939301277859,low,calm,1992,504,True,stress,regime,0,504,0,10,False,6.075937077761763,42.63813075999634,-0.019062491738019216,-0.009658995352724091,-0.015933441913411058,0.8127890153370133,0.1337717960101763,60,ok,0.8918893948859908,0.8071541247663513
42,2020-10-28,2021-01-19,0,2,0,1.969939301277859,low,calm,1992,504,True,stress,mixed,0,252,0,10,False,3.43286318999201,29.38813780043249,-0.01364371206030901,-0.008976336161516258,-0.01650033172970335,0.40096329013778387,0.11680141850882124,60,ok,0.7918053608916896,0.6703006066905703
42,2020-10-28,2021-01-19,0,2,0,1.969939301277859,low,calm,1992,504,True,stress,regime,1,504,1,20,False,5.763335263541412,43.566615619793126,-0.03003403641833624,-0.0163740889229066,-0.022341449668930397,1.3084813201485233,0.22703543353202346,60,ok,0.9999999904909883,0.9999999809819767
42,2020-10-28,2021-01-19,0,2,0,1.969939301277859,low,calm,1992,504,True,stress,mixed,1,252,1,20,False,6.302064998828131,48.92708207008366,-0.01850504753854365,-0.00840719213541932,-0.017086138186033644,0.9053979796291247,0.14366687423844146,60,ok,0.46847811830483077,0.3633835336933252
42,2020-10-28,2021-01-19,0,2,0,1.969939301277859,low,calm,1992,504,True,stress,regime,5,504,5,60,False,5.087251324056281,47.656658953275326,-0.01659340364896167,-0.010768605646658744,-0.01922762207088519,0.7907861785726006,0.1554446848012363,60,ok,0.9891033863297869,0.9784442450243519
